"","abilities","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fighting","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","attack","base_egg_steps","base_happiness","base_total","capture_rate","classfication","defense","experience_growth","height_m","hp","japanese_name","name","percentage_male","pokedex_number","sp_attack","sp_defense","speed","type1","type2","weight_kg","generation","is_legendary","sprite","est_damage_output","est_damage_taken"
"371","['Rock Head', 'Sheer Force']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,300,"45","Rock Head Pokémon",60,1250000,0.6,45,"Tatsubayタツベイ","Bagon",50,371,40,30,50,"dragon",NA,42.1,"3","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/371.png",0.711850649350649,1.70833333333333
"372","['Rock Head', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,10240,35,420,"45","Endurance Pokémon",100,1250000,1.1,65,"Komoruuコモルー","Shelgon",50,372,60,50,50,"dragon",NA,110.5,"3","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/372.png",0.963541666666667,1.025
"373","['Intimidate', 'Moxie']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,10240,35,700,"45","Dragon Pokémon",130,1250000,1.5,95,"Bohmanderボーマンダ","Salamence",50,373,120,90,120,"dragon","flying",102.6,"3","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/373.png",1.50568181818182,0.657264957264957
"374","['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,10240,35,300,"3","Iron Ball Pokémon",80,1250000,0.6,40,"Dumbberダンバル","Beldum",NA,374,35,60,30,"steel","psychic",95.2,"3","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/374.png",0.509523809523809,0.8875
"375","['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,10240,35,420,"3","Iron Claw Pokémon",100,1250000,1.2,60,"Metangメタング","Metang",NA,375,55,80,50,"steel","psychic",202.5,"3","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/375.png",0.732142857142857,0.6875
"376","['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,10240,35,700,"3","Iron Leg Pokémon",150,1250000,1.6,80,"Metagrossメタグロス","Metagross",NA,376,105,110,110,"steel","psychic",550,"3","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/376.png",1.41071428571429,0.478787878787879
"377","['Clear Body', 'Sturdy']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,20480,35,580,"3","Rock Peak Pokémon",200,1250000,1.7,80,"Regirockレジロック","Regirock",NA,377,50,100,50,"rock",NA,230,"3","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/377.png",1.25,0.575
"378","['Clear Body', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,20480,35,580,"3","Iceberg Pokémon",100,1250000,1.8,80,"Regiceレジアイス","Regice",NA,378,100,200,50,"ice",NA,175,"3","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/378.png",1.25,0.5425
"379","['Clear Body', 'Light Metal']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,20480,35,580,"3","Iron Pokémon",150,1250000,1.9,80,"Registeelレジスチル","Registeel",NA,379,75,150,50,"steel",NA,205,"3","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/379.png",0.760957792207792,0.416666666666667
"380","['Levitate']",2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,30720,90,700,"3","Eon Pokémon",120,1250000,1.4,80,"Latiasラティアス","Latias",0,380,140,150,110,"dragon","psychic",40,"3","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/380.png",1.5,0.525
"381","['Levitate']",2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,30720,90,700,"3","Eon Pokémon",100,1250000,2,80,"Latiosラティオス","Latios",100,381,160,120,110,"dragon","psychic",60,"3","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/381.png",1.79598662207358,0.641666666666667
"382","['Drizzle']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,30720,0,770,"3","Sea Basin Pokémon",90,1250000,4.5,100,"Kyogreカイオーガ","Kyogre",NA,382,180,160,90,"water",NA,352,"3","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/382.png",2.26696832579186,0.572916666666667
"383","['Drought']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,30720,0,770,"3","Continent Pokémon",160,1250000,3.5,100,"Groudonグラードン","Groudon",NA,383,150,90,90,"ground",NA,950,"3","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/383.png",2.75,0.610069444444444
"384","['Air Lock']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,30720,0,780,"45","Sky High Pokémon",100,1250000,7,105,"Rayquazaレックウザ","Rayquaza",NA,384,180,100,115,"dragon","flying",206.5,"3","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/384.png",2.03439803439803,0.7
"385","['Serene Grace']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,30720,100,600,"3","Wish Pokémon",100,1250000,0.3,100,"Jirachiジラーチ","Jirachi",NA,385,100,100,100,"steel","psychic",1.1,"3","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/385.png",1.14285714285714,0.625
"386","['Pressure']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,30720,0,600,"3","DNA Pokémon",90,1250000,1.7,50,"Deoxysデオキシス","Deoxys",NA,386,95,90,180,"psychic",NA,60.8,"3","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/386.png",1.46153846153846,0.75
"387","['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,68,5120,70,318,"45","Tiny Leaf Pokémon",64,1059860,0.4,55,"Naetleナエトル","Turtwig",88.1,387,45,55,31,"grass",NA,10.2,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/387.png",0.753333333333333,0.932528409090909
"388","['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,5120,70,405,"45","Grove Pokémon",85,1059860,1.1,75,"Hayashigameハヤシガメ","Grotle",88.1,388,55,65,36,"grass",NA,97,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/388.png",0.96,0.739819004524887
"389","['Overgrow', 'Shell Armor']",2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,109,5120,70,525,"45","Continent Pokémon",105,1059860,2.2,95,"Dodaitoseドダイトス","Torterra",88.1,389,75,85,56,"grass","ground",310,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/389.png",1.40357142857143,0.586834733893557
"390","['Blaze', 'Iron Fist']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,58,5120,70,309,"45","Chimp Pokémon",44,1059860,0.5,44,"Hikozaruヒコザル","Chimchar",88.1,390,58,44,61,"fire",NA,6.2,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/390.png",0.810806174957118,1.47727272727273
"391","['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,5120,70,405,"45","Playful Pokémon",52,1059860,0.9,64,"Moukazaruモウカザル","Monferno",88.1,391,78,52,81,"fire","fighting",22,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/391.png",1.07714285714286,1.25
"392","['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,5120,70,534,"45","Flame Pokémon",71,1059860,1.2,76,"Goukazaruゴウカザル","Infernape",88.1,392,104,71,108,"fire","fighting",55,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/392.png",1.43619047619048,0.915492957746479
"393","['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,5120,70,314,"45","Penguin Pokémon",53,1059860,0.4,53,"Pochamaポッチャマ","Piplup",88.1,393,61,56,40,"water",NA,5.2,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/393.png",0.769230769230769,1.20872641509434
"394","['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,5120,70,405,"45","Penguin Pokémon",68,1059860,0.8,64,"Pottaishiポッタイシ","Prinplup",88.1,394,81,76,50,"water",NA,23,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/394.png",1.01131221719457,0.9171826625387
"395","['Torrent', 'Defiant']",0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,86,5120,70,530,"45","Emperor Pokémon",88,1059860,1.7,84,"Emperteエンペルト","Empoleon",88.1,395,111,101,60,"water","steel",84.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/395.png",0.95812356979405,0.701226372637264
"396","['Keen Eye', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,245,"255","Starling Pokémon",30,1059860,0.3,40,"Mukkuruムックル","Starly",50,396,30,30,60,"normal","flying",2,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/396.png",0.578282828282828,2.16666666666667
"397","['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,340,"120","Starling Pokémon",50,1059860,0.6,55,"Mukubirdムクバード","Staravia",50,397,40,40,80,"normal","flying",15.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/397.png",0.78030303030303,1.425
"398","['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,"45","Predator Pokémon",70,1059860,1.2,85,"Mukuhawkムクホーク","Staraptor",50,398,50,60,100,"normal","flying",24.9,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/398.png",1.15868028279654,0.988095238095238
"399","['Simple', 'Unaware', 'Moody']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,250,"255","Plump Mouse Pokémon",40,1000000,0.5,59,"Bippaビッパ","Bidoof",50,399,35,40,31,"normal",NA,20,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/399.png",0.596153846153846,1.625
"400","['Simple', 'Unaware', 'Moody']",1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,3840,70,410,"127","Beaver Pokémon",60,1000000,1,79,"Beadaruビーダル","Bibarel",50,400,55,60,71,"normal","water",31.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/400.png",0.965277777777778,1.08333333333333
"401","['Shed Skin', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,3840,70,194,"255","Cricket Pokémon",41,1059860,0.3,37,"Korobohshiコロボーシ","Kricketot",50,401,25,41,25,"bug",NA,2.2,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/401.png",0.358695652173913,1.41463414634146
"402","['Swarm', 'Technician']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,3840,70,384,"45","Cricket Pokémon",51,1059860,1,77,"Korotockコロトック","Kricketune",50,402,55,51,65,"bug",NA,25.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/402.png",1,1.13725490196078
"403","['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,5120,70,263,"235","Flash Pokémon",34,1059860,0.5,45,"Kolinkコリンク","Shinx",50,403,40,34,45,"electric",NA,9.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/403.png",0.766666666666667,2.05882352941176
"404","['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,100,363,"120","Spark Pokémon",49,1059860,0.9,60,"Luxioルクシオ","Luxio",50,404,60,49,60,"electric",NA,30.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/404.png",1.05585424133811,1.42857142857143
"405","['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,5120,70,523,"45","Gleam Eyes Pokémon",79,1059860,1.4,80,"Rentorarレントラー","Luxray",50,405,95,79,70,"electric",NA,42,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/405.png",1.5638936535163,0.886075949367089
"406","['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,5120,70,280,"255","Bud Pokémon",35,1059860,0.2,40,"Subomieスボミー","Budew",50,406,50,70,55,"grass","poison",1.2,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/406.png",0.519480519480519,1.19642857142857
"407","['Natural Cure', 'Poison Point', 'Technician']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,5120,70,515,"75","Bouquet Pokémon",65,1059860,0.9,60,"Roseradeロズレイド","Roserade",50,407,125,105,90,"grass","poison",14.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/407.png",1.26623376623377,0.7
"408","['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,7680,70,350,"45","Head Butt Pokémon",40,600000,0.9,67,"Zugaidosズガイドス","Cranidos",88.1,408,30,30,58,"rock",NA,31.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/408.png",1.29166666666667,2.22916666666667
"409","['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,7680,70,495,"45","Head Butt Pokémon",60,600000,1.6,97,"Rampaldラムパルド","Rampardos",88.1,409,65,50,58,"rock",NA,102.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/409.png",1.91666666666667,1.4
"410","['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,7680,70,350,"45","Shield Pokémon",118,600000,0.5,30,"Tatetopsタテトプス","Shieldon",88.1,410,42,88,30,"rock","steel",57,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/410.png",0.4725,0.758378274268105
"411","['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,7680,70,495,"45","Shield Pokémon",168,600000,1.3,60,"Toridepsトリデプス","Bastiodon",88.1,411,47,138,30,"rock","steel",149.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/411.png",0.558970099667774,0.504658385093168
"412","['Shed Skin', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,3840,70,224,"120","Bagworm Pokémon",45,1000000,0.2,40,"Minomucchiミノムッチ","Burmy",50,412,29,45,36,"bug",NA,3.4,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/412.png",0.416086956521739,1.28888888888889
"413","['Anticipation', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,3840,70,424,"45","Bagworm Pokémon",95,1000000,0.5,60,"Minomadam (kusaki No Mino)ミノマダム","Wormadam",0,413,69,95,36,"bug","grass",6.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/413.png",0.92,0.610526315789474
"414","['Swarm', 'Tinted Lens']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,3840,70,424,"45","Moth Pokémon",50,1000000,0.9,70,"Gamaleガーメイル","Mothim",100,414,94,50,66,"bug","flying",23.3,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/414.png",1.34285714285714,1.16
"415","['Honey Gather', 'Hustle']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,3840,70,244,"120","Tiny Bee Pokémon",42,1059860,0.3,30,"Mitsuhoneyミツハニー","Combee",88.1,415,30,42,70,"bug","flying",5.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/415.png",0.428571428571429,1.38095238095238
"416","['Pressure', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,3840,70,474,"45","Beehive Pokémon",102,1059860,1.2,70,"Beequenビークイン","Vespiquen",0,416,80,102,40,"bug","flying",38.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/416.png",1.14285714285714,0.568627450980392
"417","['Run Away', 'Pickup', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,2560,100,405,"200","EleSquirrel Pokémon",70,1000000,0.4,60,"Pachirisuパチリス","Pachirisu",50,417,45,90,95,"electric",NA,3.9,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/417.png",0.657142857142857,0.880952380952381
"418","['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,330,"190","Sea Weasel Pokémon",35,1000000,0.7,55,"Buoyselブイゼル","Buizel",50,418,60,30,85,"water",NA,29.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/418.png",0.864285714285714,2.03571428571429
"419","['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,495,"75","Sea Weasel Pokémon",55,1000000,1.1,85,"Floazelフローゼル","Floatzel",50,419,85,50,115,"water",NA,33.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/419.png",1.30769230769231,1.25909090909091
"420","['Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,275,"190","Cherry Pokémon",45,1000000,0.4,45,"Cherinboチェリンボ","Cherubi",50,420,62,53,35,"grass",NA,3.3,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/420.png",0.646666666666667,1.15199161425577
"421","['Flower Gift']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,450,"75","Blossom Pokémon",70,1000000,0.5,70,"Cherrimチェリム","Cherrim",50,421,87,78,85,"grass",NA,9.3,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/421.png",0.98,0.756410256410256
"422","['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,5120,70,325,"190","Sea Slug Pokémon",48,1000000,0.3,76,"Karanakushiカラナクシ","Shellos",50,422,57,62,34,"water",NA,6.3,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/422.png",0.720814479638009,1.2130376344086
"423","['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,5120,70,475,"75","Sea Slug Pokémon",68,1000000,0.9,111,"Tritodonトリトドン","Gastrodon",50,423,92,82,39,"water","ground",29.9,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/423.png",1.17587719298246,0.882352941176471
"424","['Technician', 'Pickup', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,100,482,"45","Long Tail Pokémon",66,800000,1.2,75,"Etebothエテボース","Ambipom",50,424,60,66,115,"normal",NA,20.3,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/424.png",1.18478260869565,0.984848484848485
"425","['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,7680,70,348,"125","Balloon Pokémon",34,1640000,0.4,90,"Fuwanteフワンテ","Drifloon",50,425,60,44,70,"ghost","flying",1.2,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/425.png",0.585227272727273,1.84692513368984
"426","['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,7680,70,498,"60","Blimp Pokémon",44,1640000,1.2,150,"Fuwarideフワライド","Drifblim",50,426,90,54,80,"ghost","flying",15,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/426.png",0.909090909090909,1.45412457912458
"427","['Run Away', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,66,5120,0,350,"190","Rabbit Pokémon",44,1000000,0.4,55,"Mimirolミミロル","Buneary",50,427,44,56,85,"normal",NA,5.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/427.png",0.817331774920688,1.31899350649351
"428","['Cute Charm', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,5120,140,580,"60","Rabbit Pokémon",94,1000000,1.2,65,"Mimilopミミロップ","Lopunny",50,428,54,96,135,"normal",NA,33.3,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/428.png",1.40615384615385,0.683566046099291
"429","['Levitate']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,495,"45","Magical Pokémon",60,800000,0.9,60,"Mumargiムウマージ","Mismagius",50,429,105,105,105,"ghost",NA,4.4,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/429.png",1.03125,0.93452380952381
"430","['Insomnia', 'Super Luck', 'Moxie']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,5120,35,505,"30","Big Boss Pokémon",52,1059860,0.9,100,"Dongkarasuドンカラス","Honchkrow",50,430,105,52,71,"dark","flying",27.3,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/430.png",1.60990712074303,1.34615384615385
"431","['Limber', 'Own Tempo', 'Keen Eye']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,310,"190","Catty Pokémon",42,800000,0.5,49,"Nyarmarニャルマー","Glameow",24.6,431,42,37,85,"normal",NA,3.9,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/431.png",0.723076923076923,1.62580437580438
"432","['Thick Fat', 'Own Tempo', 'Defiant']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,5120,70,452,"75","Tiger Cat Pokémon",64,800000,1,71,"Bunyattoブニャット","Purugly",24.6,432,64,59,112,"normal",NA,43.8,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/432.png",1.08791208791209,1.04303495762712
"433","['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,6400,70,285,"120","Bell Pokémon",50,800000,0.2,45,"Lisyanリーシャン","Chingling",50,433,65,50,45,"psychic",NA,0.6,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/433.png",0.75,1.35
"434","['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,5120,70,329,"225","Skunk Pokémon",47,1000000,0.4,63,"Skunpuuスカンプー","Stunky",50,434,41,41,74,"poison","dark",19.2,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/434.png",0.663445378151261,1.46289569278672
"435","['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,5120,70,479,"60","Skunk Pokémon",67,1000000,1,103,"Skutankスカタンク","Skuntank",50,435,71,61,84,"poison","dark",38,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/435.png",1.05347985347985,1.0068509909469
"436","['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,24,5120,70,300,"255","Bronze Pokémon",86,1000000,0.5,57,"Dohmirrorドーミラー","Bronzor",NA,436,24,86,23,"steel","psychic",60.5,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/436.png",0.274285714285714,0.726744186046512
"437","['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,89,5120,70,500,"90","Bronze Bell Pokémon",116,1000000,1.3,67,"Dohtakunドータクン","Bronzong",NA,437,79,116,33,"steel","psychic",187,"4","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/437.png",0.949502042900919,0.538793103448276
