"abilities","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fighting","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","attack","base_egg_steps","base_happiness","base_total","capture_rate","classfication","defense","experience_growth","height_m","hp","japanese_name","name","percentage_male","pokedex_number","sp_attack","sp_defense","speed","type1","type2","weight_kg","generation","is_legendary","sprite","icon"
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,525,"60","Heavyweight Pokémon",118,1250000,2,108,"Kabaldonカバルドン","Hippowdon",50,450,68,72,47,"ground",NA,300,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/450.png","url(http://cdn.bulbagarden.net/upload/5/57/450MS.png)"
"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,330,"120","Scorpion Pokémon",90,1250000,0.8,40,"Scorupiスコルピ","Skorupi",50,451,30,55,65,"poison","bug",12,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/451.png","url(http://cdn.bulbagarden.net/upload/0/02/451MS.png)"
"['Battle Armor', 'Sniper', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,5120,70,500,"45","Ogre Scorp Pokémon",110,1250000,1.3,70,"Dorapionドラピオン","Drapion",50,452,60,75,95,"poison","dark",61.5,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/452.png","url(http://cdn.bulbagarden.net/upload/9/96/452MS.png)"
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,61,2560,100,300,"140","Toxic Mouth Pokémon",40,1000000,0.7,48,"Gureggruグレッグル","Croagunk",50,453,61,40,50,"poison","fighting",23,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/453.png","url(http://cdn.bulbagarden.net/upload/2/2c/453MS.png)"
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,5120,70,490,"75","Toxic Mouth Pokémon",65,1000000,1.3,83,"Dokurogドクロッグ","Toxicroak",50,454,86,65,85,"poison","fighting",44.4,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/454.png","url(http://cdn.bulbagarden.net/upload/f/f9/454MS.png)"
"['Levitate']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,6400,70,454,"200","Bug Catcher Pokémon",72,1250000,1.4,74,"Muskippaマスキッパ","Carnivine",50,455,90,72,46,"grass",NA,27,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/455.png","url(http://cdn.bulbagarden.net/upload/d/d1/455MS.png)"
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,5120,70,330,"190","Wing Fish Pokémon",56,600000,0.4,49,"Keikouoケイコウオ","Finneon",50,456,49,61,66,"water",NA,7,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/456.png","url(http://cdn.bulbagarden.net/upload/7/73/456MS.png)"
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,460,"75","Neon Pokémon",76,600000,1.2,69,"Neolantネオラント","Lumineon",50,457,69,86,91,"water",NA,24,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/457.png","url(http://cdn.bulbagarden.net/upload/2/2b/457MS.png)"
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,345,"25","Kite Pokémon",50,1250000,1,45,"Tamantaタマンタ","Mantyke",50,458,60,120,50,"water","flying",65,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/458.png","url(http://cdn.bulbagarden.net/upload/8/80/458MS.png)"
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,5120,70,334,"120","Frosted Tree Pokémon",50,1250000,1,60,"Yukikaburiユキカブリ","Snover",50,459,62,60,40,"grass","ice",50.5,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/459.png","url(http://cdn.bulbagarden.net/upload/0/06/459MS.png)"
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,132,5120,70,594,"60","Frosted Tree Pokémon",105,1250000,2.2,90,"Yukinoohユキノオー","Abomasnow",50,460,132,105,30,"grass","ice",135.5,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/460.png","url(http://cdn.bulbagarden.net/upload/f/fc/460MS.png)"
"['Pressure', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,5120,35,510,"45","Sharp Claw Pokémon",65,1059860,1.1,70,"Manyulaマニューラ","Weavile",50,461,45,85,125,"dark","ice",34,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/461.png","url(http://cdn.bulbagarden.net/upload/9/96/461MS.png)"
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,"30","Magnet Area Pokémon",115,1000000,1.2,70,"Jibacoilジバコイル","Magnezone",NA,462,130,90,60,"electric","steel",180,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/462.png","url(http://cdn.bulbagarden.net/upload/2/26/462MS.png)"
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,515,"30","Licking Pokémon",95,1000000,1.7,110,"Berobeltベロベルト","Lickilicky",50,463,80,95,50,"normal",NA,140,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/463.png","url(http://cdn.bulbagarden.net/upload/9/9b/463MS.png)"
"['Lightningrod', 'Solid Rock', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,535,"30","Drill Pokémon",130,1250000,2.4,115,"Dosidonドサイドン","Rhyperior",50,464,55,55,40,"ground","rock",282.8,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/464.png","url(http://cdn.bulbagarden.net/upload/e/e9/464MS.png)"
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,535,"30","Vine Pokémon",125,1000000,2,100,"Mojumboモジャンボ","Tangrowth",50,465,110,50,50,"grass",NA,128.6,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/465.png","url(http://cdn.bulbagarden.net/upload/a/aa/465MS.png)"
"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,"30","Thunderbolt Pokémon",67,1000000,1.8,75,"Elekibleエレキブル","Electivire",75.4,466,95,85,95,"electric",NA,138.6,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/466.png","url(http://cdn.bulbagarden.net/upload/5/53/466MS.png)"
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,"30","Blast Pokémon",67,1000000,1.6,75,"Booburnブーバーン","Magmortar",75.4,467,125,95,83,"fire",NA,68,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/467.png","url(http://cdn.bulbagarden.net/upload/4/4e/467MS.png)"
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,545,"30","Jubilee Pokémon",95,800000,1.5,85,"Togekissトゲキッス","Togekiss",88.1,468,120,115,80,"fairy","flying",38,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/468.png","url(http://cdn.bulbagarden.net/upload/6/63/468MS.png)"
"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,515,"30","Ogre Darner Pokémon",86,1000000,1.9,86,"Megayanmaメガヤンマ","Yanmega",50,469,116,56,95,"bug","flying",51.5,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/469.png","url(http://cdn.bulbagarden.net/upload/a/aa/469MS.png)"
"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,"45","Verdant Pokémon",130,1000000,1,65,"Leafiaリーフィア","Leafeon",88.1,470,60,65,95,"grass",NA,25.5,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/470.png","url(http://cdn.bulbagarden.net/upload/1/12/470MS.png)"
"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,"45","Fresh Snow Pokémon",110,1000000,0.8,65,"Glaciaグレイシア","Glaceon",88.1,471,130,95,65,"ice",NA,25.9,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/471.png","url(http://cdn.bulbagarden.net/upload/b/bb/471MS.png)"
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,510,"30","Fang Scorp Pokémon",125,1059860,2,75,"Glionグライオン","Gliscor",50,472,45,75,95,"ground","flying",42.5,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/472.png","url(http://cdn.bulbagarden.net/upload/a/ad/472MS.png)"
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,"50","Twin Tusk Pokémon",80,1250000,2.5,110,"Mammooマンムー","Mamoswine",50,473,70,60,80,"ice","ground",291,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/473.png","url(http://cdn.bulbagarden.net/upload/1/12/473MS.png)"
"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,"30","Virtual Pokémon",70,1000000,0.9,85,"Porygon-zポリゴンＺ","Porygon-Z",NA,474,135,75,90,"normal",NA,34,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/474.png","url(http://cdn.bulbagarden.net/upload/6/65/474MS.png)"
"['Steadfast', 'Justified']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,5120,35,618,"45","Blade Pokémon",95,1250000,1.6,68,"Erureidoエルレイド","Gallade",100,475,65,115,110,"psychic","fighting",52,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/475.png","url(http://cdn.bulbagarden.net/upload/8/85/475MS.png)"
"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,525,"60","Compass Pokémon",145,1000000,1.4,60,"Dainoseダイノーズ","Probopass",50,476,75,150,40,"rock","steel",340,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/476.png","url(http://cdn.bulbagarden.net/upload/a/aa/476MS.png)"
"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,525,"45","Gripper Pokémon",135,800000,2.2,45,"Yonoirヨノワール","Dusknoir",50,477,65,135,45,"ghost",NA,106.6,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/477.png","url(http://cdn.bulbagarden.net/upload/7/71/477MS.png)"
"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,"75","Snow Land Pokémon",70,1000000,1.3,70,"Yukimenokoユキメノコ","Froslass",0,478,80,70,110,"ice","ghost",26.6,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/478.png","url(http://cdn.bulbagarden.net/upload/8/8f/478MS.png)"
"['Levitate']",0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,65,5120,70,520,"45","Plasma Pokémon",107,1000000,0.3,50,"Rotomロトム","Rotom",NA,479,105,107,86,"electric","ghost",0.3,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/479.png","url(http://cdn.bulbagarden.net/upload/1/14/479MS.png)"
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,20480,140,580,"3","Knowledge Pokémon",130,1250000,0.3,75,"Yuxieユクシー","Uxie",NA,480,75,130,95,"psychic",NA,0.3,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/480.png","url(http://cdn.bulbagarden.net/upload/0/0e/480MS.png)"
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,580,"3","Emotion Pokémon",105,1250000,0.3,80,"Emritエムリット","Mesprit",NA,481,105,105,80,"psychic",NA,0.3,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/481.png","url(http://cdn.bulbagarden.net/upload/c/c7/481MS.png)"
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,20480,140,580,"3","Willpower Pokémon",70,1250000,0.3,75,"Agnomeアグノム","Azelf",NA,482,125,70,115,"psychic",NA,0.3,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/482.png","url(http://cdn.bulbagarden.net/upload/0/01/482MS.png)"
"['Pressure', 'Telepathy']",0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,30720,0,680,"3","Temporal Pokémon",120,1250000,5.4,100,"Dialgaディアルガ","Dialga",NA,483,150,100,90,"steel","dragon",683,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/483.png","url(http://cdn.bulbagarden.net/upload/c/ca/483MS.png)"
"['Pressure', 'Telepathy']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,680,"3","Spatial Pokémon",100,1250000,4.2,90,"Palkiaパルキア","Palkia",NA,484,150,120,100,"water","dragon",336,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/484.png","url(http://cdn.bulbagarden.net/upload/2/24/484MS.png)"
"['Flash Fire', 'Flame Body']",0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,600,"3","Lava Dome Pokémon",106,1250000,1.7,91,"Heatranヒードラン","Heatran",50,485,130,106,77,"fire","steel",430,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/485.png","url(http://cdn.bulbagarden.net/upload/c/cf/485MS.png)"
"['Slow Start']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,670,"3","Colossal Pokémon",110,1250000,3.7,110,"Regigigasレジギガス","Regigigas",NA,486,80,110,100,"normal",NA,420,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/486.png","url(http://cdn.bulbagarden.net/upload/8/8e/486MS.png)"
"['Pressure', 'Telepathy', 'Levitate']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,680,"3","Renegade Pokémon",100,1250000,4.5,150,"Giratina (another Forme)ギラティナ","Giratina",NA,487,120,100,90,"ghost","dragon",750,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/487.png","url(http://cdn.bulbagarden.net/upload/e/e8/487MS.png)"
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,30720,100,600,"3","Lunar Pokémon",120,1250000,1.5,120,"Cresseliaクレセリア","Cresselia",0,488,75,130,85,"psychic",NA,85.6,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/488.png","url(http://cdn.bulbagarden.net/upload/5/51/488MS.png)"
"['Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,480,"30","Sea Drifter Pokémon",80,1250000,0.4,80,"Phioneフィオネ","Phione",NA,489,80,80,80,"water",NA,3.1,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/489.png","url(http://cdn.bulbagarden.net/upload/c/ce/489MS.png)"
"['Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,600,"3","Seafaring Pokémon",100,1250000,0.3,100,"Manaphyマナフィ","Manaphy",NA,490,100,100,100,"water",NA,1.4,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/490.png","url(http://cdn.bulbagarden.net/upload/0/01/490MS.png)"
"['Bad Dreams']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,30720,0,600,"3","Pitch-Black Pokémon",90,1250000,1.5,70,"Darkraiダークライ","Darkrai",NA,491,135,90,125,"dark",NA,50.5,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/491.png","url(http://cdn.bulbagarden.net/upload/a/a7/491MS.png)"
"['Natural Cure', 'Serene Grace']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,103,30720,100,600,"45","Gratitude Pokémon",75,1059860,0.2,100,"Shaymin (sky Forme)シェイミ","Shaymin",NA,492,120,75,127,"grass","grass",2.1,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/492.png","url(http://cdn.bulbagarden.net/upload/a/a6/492MS.png)"
"['Multitype']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,30720,0,720,"3","Alpha Pokémon",120,1250000,3.2,120,"Arceusアルセウス","Arceus",NA,493,120,120,120,"normal",NA,320,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/493.png","url(http://cdn.bulbagarden.net/upload/9/94/493MS.png)"
"['Victory Star']",1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,30720,100,600,"3","Victory Pokémon",100,1250000,0.4,100,"Victiniビクティニ","Victini",NA,494,100,100,100,"psychic","fire",4,5,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/494.png","url(http://cdn.bulbagarden.net/upload/0/0c/494MS.png)"
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,308,"45","Grass Snake Pokémon",55,1059860,0.6,45,"Tsutarjaツタージャ","Snivy",88.1,495,45,55,63,"grass",NA,8.1,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/495.png","url(http://cdn.bulbagarden.net/upload/2/23/495MS.png)"
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,413,"45","Grass Snake Pokémon",75,1059860,0.8,60,"Janovyジャノビー","Servine",88.1,496,60,75,83,"grass",NA,16,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/496.png","url(http://cdn.bulbagarden.net/upload/8/8f/496MS.png)"
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,528,"45","Regal Pokémon",95,1059860,3.3,75,"Jalordaジャローダ","Serperior",88.1,497,75,95,113,"grass",NA,63,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/497.png","url(http://cdn.bulbagarden.net/upload/2/2e/497MS.png)"
"['Blaze', 'Thick Fat']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,5120,70,308,"45","Fire Pig Pokémon",45,1059860,0.5,65,"Pokabuポカブ","Tepig",88.1,498,45,45,45,"fire",NA,9.9,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/498.png","url(http://cdn.bulbagarden.net/upload/6/6f/498MS.png)"
"['Blaze', 'Thick Fat']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,"45","Fire Pig Pokémon",55,1059860,1,90,"Chaobooチャオブー","Pignite",88.1,499,70,55,55,"fire","fighting",55.5,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/499.png","url(http://cdn.bulbagarden.net/upload/2/29/499MS.png)"
"['Blaze', 'Reckless']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,528,"45","Mega Fire Pig Pokémon",65,1059860,1.6,110,"Enbuohエンブオー","Emboar",88.1,500,100,65,65,"fire","fighting",150,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/500.png","url(http://cdn.bulbagarden.net/upload/b/be/500MS.png)"
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,5120,70,308,"45","Sea Otter Pokémon",45,1059860,0.5,55,"Mijumaruミジュマル","Oshawott",88.1,501,63,45,45,"water",NA,5.9,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/501.png","url(http://cdn.bulbagarden.net/upload/c/cb/501MS.png)"
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,413,"45","Discipline Pokémon",60,1059860,0.8,75,"Futachimaruフタチマル","Dewott",88.1,502,83,60,60,"water",NA,24.5,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/502.png","url(http://cdn.bulbagarden.net/upload/e/ed/502MS.png)"
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,5120,70,528,"45","Formidable Pokémon",85,1059860,1.5,95,"Daikenkiダイケンキ","Samurott",88.1,503,108,70,70,"water",NA,94.6,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/503.png","url(http://cdn.bulbagarden.net/upload/9/99/503MS.png)"
"['Run Away', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,3840,70,255,"255","Scout Pokémon",39,1000000,0.5,45,"Minezumiミネズミ","Patrat",50,504,35,39,42,"normal",NA,11.6,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/504.png","url(http://cdn.bulbagarden.net/upload/7/73/504MS.png)"
"['Illuminate', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,420,"255","Lookout Pokémon",69,1000000,1.1,60,"Miruhogミルホッグ","Watchog",50,505,60,69,77,"normal",NA,27,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/505.png","url(http://cdn.bulbagarden.net/upload/9/9b/505MS.png)"
"['Vital Spirit', 'Pickup', 'Run Away']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,275,"255","Puppy Pokémon",45,1059860,0.4,45,"Yorterrieヨーテリー","Lillipup",50,506,25,45,55,"normal",NA,4.1,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/506.png","url(http://cdn.bulbagarden.net/upload/c/cc/506MS.png)"
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,370,"120","Loyal Dog Pokémon",65,1059860,0.9,65,"Herderrieハーデリア","Herdier",50,507,35,65,60,"normal",NA,14.7,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/507.png","url(http://cdn.bulbagarden.net/upload/f/f2/507MS.png)"
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,500,"45","Big-Hearted Pokémon",90,1059860,1.2,85,"Moolandムーランド","Stoutland",50,508,45,90,80,"normal",NA,61,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/508.png","url(http://cdn.bulbagarden.net/upload/0/0f/508MS.png)"
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,281,"255","Devious Pokémon",37,1000000,0.4,41,"Choronekoチョロネコ","Purrloin",50,509,50,37,66,"dark",NA,10.1,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/509.png","url(http://cdn.bulbagarden.net/upload/b/b5/509MS.png)"
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,446,"90","Cruel Pokémon",50,1000000,1.1,64,"Lepardasレパルダス","Liepard",50,510,88,50,106,"dark",NA,37.5,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/510.png","url(http://cdn.bulbagarden.net/upload/4/4e/510MS.png)"
"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,5120,70,316,"190","Grass Monkey Pokémon",48,1000000,0.6,50,"Yanappuヤナップ","Pansage",88.1,511,53,48,64,"grass",NA,10.5,5,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/511.png","url(http://cdn.bulbagarden.net/upload/9/99/511MS.png)"
