"abilities","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fighting","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","attack","base_egg_steps","base_happiness","base_total","capture_rate","classfication","defense","experience_growth","hp","japanese_name","name","percentage_male","pokedex_number","sp_attack","sp_defense","speed","generation","is_legendary","sprite","icon","type","type1","type2","height_ft","height_m","weight_lbs","weight_kgs","bmi","avg_total"
"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,5120,70,479,60,"Skunk Pokémon",67,1000000,103,"Skutankスカタンク","Skuntank",50,435,71,61,84,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/435.png","http://cdn.bulbagarden.net/upload/8/8a/435MS.png","Poison/Dark","Poison","Dark","3′03″",1,83.8,38,38,79.8333333333333
"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,24,5120,70,300,255,"Bronze Pokémon",86,1000000,57,"Dohmirrorドーミラー","Bronzor",NA,436,24,86,23,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/436.png","http://cdn.bulbagarden.net/upload/6/63/436MS.png","Steel/Psychic","Steel","Psychic","1′08″",0.5,133.4,60.5,242,50
"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,89,5120,70,500,90,"Bronze Bell Pokémon",116,1000000,67,"Dohtakunドータクン","Bronzong",NA,437,79,116,33,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/437.png","http://cdn.bulbagarden.net/upload/0/0c/437MS.png","Steel/Psychic","Steel","Psychic","4′03″",1.3,412.3,187,110.7,83.3333333333333
"['Sturdy', 'Rock Head', 'Rattled']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,80,5120,70,290,255,"Bonsai Pokémon",95,1000000,50,"Usohachiウソハチ","Bonsly",50,438,10,45,10,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/438.png","http://cdn.bulbagarden.net/upload/7/7a/438MS.png","Rock","Rock","","1′08″",0.5,33.1,15,60,48.3333333333333
"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,6400,70,310,145,"Mime Pokémon",45,1000000,20,"Maneneマネネ","Mime Jr.",50,439,70,90,60,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/439.png","http://cdn.bulbagarden.net/upload/4/4d/439MS.png","Psychic/Fairy","Psychic","Fairy","2′00″",0.6,28.7,13,36.1,51.6666666666667
"['Natural Cure', 'Serene Grace', 'Friend Guard']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,220,130,"Playhouse Pokémon",5,800000,100,"Pinpukuピンプク","Happiny",0,440,15,65,30,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/440.png","http://cdn.bulbagarden.net/upload/8/8e/440MS.png","Normal","Normal","","2′00″",0.6,53.8,24.4,67.8,36.6666666666667
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,65,5120,35,411,30,"Music Note Pokémon",45,1059860,76,"Perapペラップ","Chatot",50,441,92,42,91,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/441.png","http://cdn.bulbagarden.net/upload/d/db/441MS.png","Normal/Flying","Normal","Flying","1′08″",0.5,4.2,1.9,7.6,68.5
"['Pressure', 'Infiltrator']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,92,7680,70,485,100,"Forbidden Pokémon",108,1000000,50,"Mikarugeミカルゲ","Spiritomb",50,442,92,108,35,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/442.png","http://cdn.bulbagarden.net/upload/e/e0/442MS.png","Ghost/Dark","Ghost","Dark","3′03″",1,238.1,108,108,80.8333333333333
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,10240,70,300,45,"Land Shark Pokémon",45,1250000,58,"Fukamaruフカマル","Gible",50,443,40,45,42,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/443.png","http://cdn.bulbagarden.net/upload/7/7c/443MS.png","Dragon/Ground","Dragon","Ground","2′04″",0.7,45.2,20.5,41.8,50
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,90,10240,70,410,45,"Cave Pokémon",65,1250000,68,"Gabiteガバイト","Gabite",50,444,50,55,82,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/444.png","http://cdn.bulbagarden.net/upload/6/69/444MS.png","Dragon/Ground","Dragon","Ground","4′07″",1.4,123.5,56,28.6,68.3333333333333
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,170,10240,70,700,45,"Mach Pokémon",115,1250000,108,"Gaburiasガブリアス","Garchomp",50,445,120,95,92,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/445.png","http://cdn.bulbagarden.net/upload/6/63/445MS.png","Dragon/Ground","Dragon","Ground","6′03″",1.9,209.4,95,26.3,116.666666666667
"['Pickup', 'Thick Fat', 'Gluttony']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,10240,70,390,50,"Big Eater Pokémon",40,1250000,135,"Gonbeゴンベ","Munchlax",88.1,446,40,85,5,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/446.png","http://cdn.bulbagarden.net/upload/0/06/446MS.png","Normal","Normal","","2′00″",0.6,231.5,105,291.7,65
"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,6400,70,285,75,"Emanation Pokémon",40,1059860,40,"Rioluリオル","Riolu",88.1,447,35,40,60,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/447.png","http://cdn.bulbagarden.net/upload/0/0a/447MS.png","Fighting","Fighting","","2′04″",0.7,44.5,20.2,41.2,47.5
"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,145,6400,70,625,45,"Aura Pokémon",88,1059860,70,"Lucarioルカリオ","Lucario",88.1,448,140,70,112,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/448.png","http://cdn.bulbagarden.net/upload/b/be/448MS.png","Fighting/Steel","Fighting","Steel","3′11″",1.2,119,54,37.5,104.166666666667
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,72,7680,70,330,140,"Hippo Pokémon",78,1250000,68,"Hippopotasヒポポタス","Hippopotas",50,449,38,42,32,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/449.png","http://cdn.bulbagarden.net/upload/5/58/449MS.png","Ground","Ground","","2′07″",0.8,109.1,49.5,77.3,55
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,525,60,"Heavyweight Pokémon",118,1250000,108,"Kabaldonカバルドン","Hippowdon",50,450,68,72,47,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/450.png","http://cdn.bulbagarden.net/upload/5/57/450MS.png","Ground","Ground","","6′07″",2,661.4,300,75,87.5
"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,330,120,"Scorpion Pokémon",90,1250000,40,"Scorupiスコルピ","Skorupi",50,451,30,55,65,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/451.png","http://cdn.bulbagarden.net/upload/0/02/451MS.png","Poison/Bug","Poison","Bug","2′07″",0.8,26.5,12,18.8,55
"['Battle Armor', 'Sniper', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,5120,70,500,45,"Ogre Scorp Pokémon",110,1250000,70,"Dorapionドラピオン","Drapion",50,452,60,75,95,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/452.png","http://cdn.bulbagarden.net/upload/9/96/452MS.png","Poison/Dark","Poison","Dark","4′03″",1.3,135.6,61.5,36.4,83.3333333333333
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,61,2560,100,300,140,"Toxic Mouth Pokémon",40,1000000,48,"Gureggruグレッグル","Croagunk",50,453,61,40,50,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/453.png","http://cdn.bulbagarden.net/upload/2/2c/453MS.png","Poison/Fighting","Poison","Fighting","2′04″",0.7,50.7,23,46.9,50
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,5120,70,490,75,"Toxic Mouth Pokémon",65,1000000,83,"Dokurogドクロッグ","Toxicroak",50,454,86,65,85,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/454.png","http://cdn.bulbagarden.net/upload/f/f9/454MS.png","Poison/Fighting","Poison","Fighting","4′03″",1.3,97.9,44.4,26.3,81.6666666666667
"['Levitate']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,6400,70,454,200,"Bug Catcher Pokémon",72,1250000,74,"Muskippaマスキッパ","Carnivine",50,455,90,72,46,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/455.png","http://cdn.bulbagarden.net/upload/d/d1/455MS.png","Grass","Grass","","4′07″",1.4,59.5,27,13.8,75.6666666666667
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,5120,70,330,190,"Wing Fish Pokémon",56,600000,49,"Keikouoケイコウオ","Finneon",50,456,49,61,66,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/456.png","http://cdn.bulbagarden.net/upload/7/73/456MS.png","Water","Water","","1′04″",0.4,15.4,7,43.8,55
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,460,75,"Neon Pokémon",76,600000,69,"Neolantネオラント","Lumineon",50,457,69,86,91,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/457.png","http://cdn.bulbagarden.net/upload/2/2b/457MS.png","Water","Water","","3′11″",1.2,52.9,24,16.7,76.6666666666667
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,345,25,"Kite Pokémon",50,1250000,45,"Tamantaタマンタ","Mantyke",50,458,60,120,50,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/458.png","http://cdn.bulbagarden.net/upload/8/80/458MS.png","Water/Flying","Water","Flying","3′03″",1,143.3,65,65,57.5
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,5120,70,334,120,"Frosted Tree Pokémon",50,1250000,60,"Yukikaburiユキカブリ","Snover",50,459,62,60,40,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/459.png","http://cdn.bulbagarden.net/upload/0/06/459MS.png","Grass/Ice","Grass","Ice","3′03″",1,111.3,50.5,50.5,55.6666666666667
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,132,5120,70,594,60,"Frosted Tree Pokémon",105,1250000,90,"Yukinoohユキノオー","Abomasnow",50,460,132,105,30,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/460.png","http://cdn.bulbagarden.net/upload/f/fc/460MS.png","Grass/Ice","Grass","Ice","7′03″",2.2,298.7,135.5,28,99
"['Pressure', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,5120,35,510,45,"Sharp Claw Pokémon",65,1059860,70,"Manyulaマニューラ","Weavile",50,461,45,85,125,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/461.png","http://cdn.bulbagarden.net/upload/9/96/461MS.png","Dark/Ice","Dark","Ice","3′07″",1.1,75,34,28.1,85
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,30,"Magnet Area Pokémon",115,1000000,70,"Jibacoilジバコイル","Magnezone",NA,462,130,90,60,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/462.png","http://cdn.bulbagarden.net/upload/2/26/462MS.png","Electric/Steel","Electric","Steel","3′11″",1.2,396.8,180,125,89.1666666666667
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,515,30,"Licking Pokémon",95,1000000,110,"Berobeltベロベルト","Lickilicky",50,463,80,95,50,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/463.png","http://cdn.bulbagarden.net/upload/9/9b/463MS.png","Normal","Normal","","5′07″",1.7,308.6,140,48.4,85.8333333333333
"['Lightningrod', 'Solid Rock', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,535,30,"Drill Pokémon",130,1250000,115,"Dosidonドサイドン","Rhyperior",50,464,55,55,40,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/464.png","http://cdn.bulbagarden.net/upload/e/e9/464MS.png","Ground/Rock","Ground","Rock","7′10″",2.4,623.5,282.8,49.1,89.1666666666667
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,535,30,"Vine Pokémon",125,1000000,100,"Mojumboモジャンボ","Tangrowth",50,465,110,50,50,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/465.png","http://cdn.bulbagarden.net/upload/a/aa/465MS.png","Grass","Grass","","6′07″",2,283.5,128.6,32.2,89.1666666666667
"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,30,"Thunderbolt Pokémon",67,1000000,75,"Elekibleエレキブル","Electivire",75.4,466,95,85,95,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/466.png","http://cdn.bulbagarden.net/upload/5/53/466MS.png","Electric","Electric","","5′11″",1.8,305.6,138.6,42.8,90
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,30,"Blast Pokémon",67,1000000,75,"Booburnブーバーン","Magmortar",75.4,467,125,95,83,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/467.png","http://cdn.bulbagarden.net/upload/4/4e/467MS.png","Fire","Fire","","5′03″",1.6,149.9,68,26.6,90
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,545,30,"Jubilee Pokémon",95,800000,85,"Togekissトゲキッス","Togekiss",88.1,468,120,115,80,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/468.png","http://cdn.bulbagarden.net/upload/6/63/468MS.png","Fairy/Flying","Fairy","Flying","4′11″",1.5,83.8,38,16.9,90.8333333333333
"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,515,30,"Ogre Darner Pokémon",86,1000000,86,"Megayanmaメガヤンマ","Yanmega",50,469,116,56,95,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/469.png","http://cdn.bulbagarden.net/upload/a/aa/469MS.png","Bug/Flying","Bug","Flying","6′03″",1.9,113.5,51.5,14.3,85.8333333333333
"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,45,"Verdant Pokémon",130,1000000,65,"Leafiaリーフィア","Leafeon",88.1,470,60,65,95,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/470.png","http://cdn.bulbagarden.net/upload/1/12/470MS.png","Grass","Grass","","3′03″",1,56.2,25.5,25.5,87.5
"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,45,"Fresh Snow Pokémon",110,1000000,65,"Glaciaグレイシア","Glaceon",88.1,471,130,95,65,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/471.png","http://cdn.bulbagarden.net/upload/b/bb/471MS.png","Ice","Ice","","2′07″",0.8,57.1,25.9,40.5,87.5
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,510,30,"Fang Scorp Pokémon",125,1059860,75,"Glionグライオン","Gliscor",50,472,45,75,95,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/472.png","http://cdn.bulbagarden.net/upload/a/ad/472MS.png","Ground/Flying","Ground","Flying","6′07″",2,93.7,42.5,10.6,85
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,50,"Twin Tusk Pokémon",80,1250000,110,"Mammooマンムー","Mamoswine",50,473,70,60,80,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/473.png","http://cdn.bulbagarden.net/upload/1/12/473MS.png","Ice/Ground","Ice","Ground","8′02″",2.5,641.5,291,46.6,88.3333333333333
"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,30,"Virtual Pokémon",70,1000000,85,"Porygon-zポリゴンＺ","Porygon-Z",NA,474,135,75,90,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/474.png","http://cdn.bulbagarden.net/upload/6/65/474MS.png","Normal","Normal","","2′11″",0.9,75,34,42,89.1666666666667
"['Steadfast', 'Justified']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,5120,35,618,45,"Blade Pokémon",95,1250000,68,"Erureidoエルレイド","Gallade",100,475,65,115,110,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/475.png","http://cdn.bulbagarden.net/upload/8/85/475MS.png","Psychic/Fighting","Psychic","Fighting","5′03″",1.6,114.6,52,20.3,103
"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,525,60,"Compass Pokémon",145,1000000,60,"Dainoseダイノーズ","Probopass",50,476,75,150,40,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/476.png","http://cdn.bulbagarden.net/upload/a/aa/476MS.png","Rock/Steel","Rock","Steel","4′07″",1.4,749.6,340,173.5,87.5
"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,525,45,"Gripper Pokémon",135,800000,45,"Yonoirヨノワール","Dusknoir",50,477,65,135,45,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/477.png","http://cdn.bulbagarden.net/upload/7/71/477MS.png","Ghost","Ghost","","7′03″",2.2,235,106.6,22,87.5
"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,75,"Snow Land Pokémon",70,1000000,70,"Yukimenokoユキメノコ","Froslass",0,478,80,70,110,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/478.png","http://cdn.bulbagarden.net/upload/8/8f/478MS.png","Ice/Ghost","Ice","Ghost","4′03″",1.3,58.6,26.6,15.7,80
"['Levitate']",0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,65,5120,70,520,45,"Plasma Pokémon",107,1000000,50,"Rotomロトム","Rotom",NA,479,105,107,86,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/479.png","http://cdn.bulbagarden.net/upload/1/14/479MS.png","Electric/Ghost","Electric","Ghost","1′00″",0.3,0.7,0.3,3.3,86.6666666666667
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,20480,140,580,3,"Knowledge Pokémon",130,1250000,75,"Yuxieユクシー","Uxie",NA,480,75,130,95,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/480.png","http://cdn.bulbagarden.net/upload/0/0e/480MS.png","Psychic","Psychic","","1′00″",0.3,0.7,0.3,3.3,96.6666666666667
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,580,3,"Emotion Pokémon",105,1250000,80,"Emritエムリット","Mesprit",NA,481,105,105,80,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/481.png","http://cdn.bulbagarden.net/upload/c/c7/481MS.png","Psychic","Psychic","","1′00″",0.3,0.7,0.3,3.3,96.6666666666667
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,20480,140,580,3,"Willpower Pokémon",70,1250000,75,"Agnomeアグノム","Azelf",NA,482,125,70,115,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/482.png","http://cdn.bulbagarden.net/upload/0/01/482MS.png","Psychic","Psychic","","1′00″",0.3,0.7,0.3,3.3,96.6666666666667
"['Pressure', 'Telepathy']",0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,30720,0,680,3,"Temporal Pokémon",120,1250000,100,"Dialgaディアルガ","Dialga",NA,483,150,100,90,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/483.png","http://cdn.bulbagarden.net/upload/c/ca/483MS.png","Steel/Dragon","Steel","Dragon","17′09″",5.4,1505.8,683,23.4,113.333333333333
"['Pressure', 'Telepathy']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,680,3,"Spatial Pokémon",100,1250000,90,"Palkiaパルキア","Palkia",NA,484,150,120,100,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/484.png","http://cdn.bulbagarden.net/upload/2/24/484MS.png","Water/Dragon","Water","Dragon","13′09″",4.2,740.8,336,19,113.333333333333
"['Flash Fire', 'Flame Body']",0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,600,3,"Lava Dome Pokémon",106,1250000,91,"Heatranヒードラン","Heatran",50,485,130,106,77,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/485.png","http://cdn.bulbagarden.net/upload/c/cf/485MS.png","Fire/Steel","Fire","Steel","5′07″",1.7,948,430,148.8,100
"['Slow Start']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,670,3,"Colossal Pokémon",110,1250000,110,"Regigigasレジギガス","Regigigas",NA,486,80,110,100,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/486.png","http://cdn.bulbagarden.net/upload/8/8e/486MS.png","Normal","Normal","","12′02″",3.7,925.9,420,30.7,111.666666666667
"['Pressure', 'Telepathy', 'Levitate']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,680,3,"Renegade Pokémon",100,1250000,150,"Giratina (another Forme)ギラティナ","Giratina",NA,487,120,100,90,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/487.png","http://cdn.bulbagarden.net/upload/e/e8/487MS.png","Ghost/Dragon","Ghost","Dragon","14′09″",4.5,1653.5,750,37,113.333333333333
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,30720,100,600,3,"Lunar Pokémon",120,1250000,120,"Cresseliaクレセリア","Cresselia",0,488,75,130,85,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/488.png","http://cdn.bulbagarden.net/upload/5/51/488MS.png","Psychic","Psychic","","4′11″",1.5,188.7,85.6,38,100
"['Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,480,30,"Sea Drifter Pokémon",80,1250000,80,"Phioneフィオネ","Phione",NA,489,80,80,80,4,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/489.png","http://cdn.bulbagarden.net/upload/c/ce/489MS.png","Water","Water","","1′04″",0.4,6.8,3.1,19.4,80
"['Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,600,3,"Seafaring Pokémon",100,1250000,100,"Manaphyマナフィ","Manaphy",NA,490,100,100,100,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/490.png","http://cdn.bulbagarden.net/upload/0/01/490MS.png","Water","Water","","1′00″",0.3,3.1,1.4,15.6,100
"['Bad Dreams']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,30720,0,600,3,"Pitch-Black Pokémon",90,1250000,70,"Darkraiダークライ","Darkrai",NA,491,135,90,125,4,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/491.png","http://cdn.bulbagarden.net/upload/a/a7/491MS.png","Dark","Dark","","4′11″",1.5,111.3,50.5,22.4,100
